Place_Name,Place_Id,City,Price,Place_Ratings
Alive Museum Ancol,83,Jakarta,200000,3.5
Kawasan Kuliner BSM,84,Jakarta,0,2.9523809523809526
Taman Pintar Yogyakarta,85,Yogyakarta,6000,2.72
Keraton Yogyakarta,86,Yogyakarta,15000,3.12
Sindu Kusuma Edupark (SKE),87,Yogyakarta,20000,3.1578947368421053
Museum Benteng Vredeburg Yogyakarta,88,Yogyakarta,3000,3.125
De Mata Museum Jogja,89,Yogyakarta,50000,2.774193548387097
Kampung Wisata Taman Sari,90,Yogyakarta,5000,3.4782608695652173
Situs Warungboto,91,Yogyakarta,0,3.413793103448276
Nol Kilometer Jl.Malioboro,92,Yogyakarta,0,3.380952380952381
Gembira Loka Zoo,93,Yogyakarta,60000,2.7916666666666665
Sumur Gumuling,94,Yogyakarta,7000,3.4583333333333335
Desa Wisata Sungai Code Jogja Kota,95,Yogyakarta,0,3.32
Alun Alun Selatan Yogyakarta,96,Yogyakarta,0,2.923076923076923
Monumen Yogya Kembali,97,Yogyakarta,15000,3.772727272727273
Taman Pelangi Yogyakarta,98,Yogyakarta,15000,3.45
Kampung Wisata Kadipaten,99,Yogyakarta,0,3.1666666666666665
Taman Budaya Yogyakarta,100,Yogyakarta,0,3.238095238095238
Kampung Wisata Sosro Menduran,101,Yogyakarta,0,2.75
Monumen Batik Yogyakarta,102,Yogyakarta,40000,2.9166666666666665
Tugu Pal Putih Jogja,103,Yogyakarta,0,3.0
Tebing Breksi,104,Yogyakarta,20000,2.1739130434782608
Candi Donotirto,105,Yogyakarta,0,3.0
Kawasan Malioboro,106,Yogyakarta,0,3.1818181818181817
Bangsal Pagelaran,107,Yogyakarta,5000,3.0
Embung Tambakboyo,108,Yogyakarta,0,3.15
Hutan Pinus Pengger,109,Yogyakarta,3000,2.6818181818181817
Monumen Serangan Umum 1 Maret,110,Yogyakarta,3000,2.875
Puncak Pinus Becici,111,Yogyakarta,3000,3.0416666666666665
Bukit Bintang Yogyakarta,112,Yogyakarta,25000,3.764705882352941
Gedung Agung Yogyakarta,113,Yogyakarta,0,3.0
The Lost World Castle,114,Yogyakarta,30000,2.967741935483871
Monumen Sanapati,115,Yogyakarta,15000,3.4
Jurang Tembelan Kanigoro,116,Yogyakarta,2500,3.1363636363636362
The World Landmarks - Merapi Park Yogyakarta,117,Yogyakarta,22000,3.5238095238095237
Museum Sonobudoyo Unit I,118,Yogyakarta,5000,3.1739130434782608
Lava Bantal,119,Yogyakarta,5000,2.65
Bukit Panguk Kediwung,120,Yogyakarta,250000,2.84
Candi Prambanan,121,Yogyakarta,50000,2.9
Watu Goyang,122,Yogyakarta,2500,3.4444444444444446
Kampung Wisata Rejowinangun,123,Yogyakarta,0,3.05
Kauman Pakualaman Yogyakarta,124,Yogyakarta,0,2.5384615384615383
Alun-alun Utara Keraton Yogyakarta,125,Yogyakarta,0,3.2941176470588234
Pantai Goa Cemara,126,Yogyakarta,4000,3.0476190476190474
Blue Lagoon Jogja,127,Yogyakarta,10000,3.2
Gumuk Pasir Parangkusumo,128,Yogyakarta,0,3.25
Bukit Lintang Sewu,129,Yogyakarta,2000,3.176470588235294
Studio Alam Gamplong,130,Yogyakarta,10000,2.8
Watu Lumbung,131,Yogyakarta,5000,3.3157894736842106
Air Terjun Kedung Pedut,132,Yogyakarta,20000,3.590909090909091
Puncak Kebun Buah Mangunan,133,Yogyakarta,5000,2.85
Desa Wisata Gamplong,134,Yogyakarta,10000,3.6333333333333333
Kawasan Wisata Sosrowijayan,135,Yogyakarta,0,2.9565217391304346
Grojogan Watu Purbo Bangunrejo,136,Yogyakarta,10000,3.4285714285714284
Wisata Alam Kalibiru,137,Yogyakarta,20000,3.125
Jogja Exotarium,138,Yogyakarta,20000,3.44
Puncak Gunung Api Purba - Nglanggeran,139,Yogyakarta,10000,3.8823529411764706
Bendung Lepen,140,Yogyakarta,0,3.25
Bunker Kaliadem Merapi,141,Yogyakarta,3000,3.2
Ledok Sambi,142,Yogyakarta,0,3.392857142857143
Seribu Batu Songgo Langit,143,Yogyakarta,2000,3.3181818181818183
Goa Jomblang,144,Yogyakarta,500000,2.9047619047619047
Desa Wisata Rumah Domes/Teletubbies,145,Yogyakarta,5000,2.9545454545454546
Bukit Wisata Pulepayung,146,Yogyakarta,10000,3.5
Bentara Budaya Yogyakarta (BBY),147,Yogyakarta,0,3.0526315789473686
Goa Rancang Kencono,148,Yogyakarta,5000,3.142857142857143
Goa Cerme,149,Yogyakarta,3000,3.0
Wisata Kraton Jogja,150,Yogyakarta,7000,3.0
Desa Wisata Kelor,151,Yogyakarta,0,2.88
Pantai Patihan,152,Yogyakarta,5000,3.0
Pantai Kukup,153,Yogyakarta,10000,2.789473684210526
Pantai Ngrawe (Mesra),154,Yogyakarta,10000,3.230769230769231
Pantai Ngobaran,155,Yogyakarta,5000,3.090909090909091
Pantai Pulang Sawal,156,Yogyakarta,10000,3.25
Pantai Baron,157,Yogyakarta,10000,3.6956521739130435
Pantai Pok Tunggal,158,Yogyakarta,10000,2.857142857142857
Hutan Pinus Asri,159,Yogyakarta,2500,2.8518518518518516
Pasar Kebon Empring Bintaran,160,Yogyakarta,0,3.4782608695652173
"Bukit Paralayang, Watugupit",161,Yogyakarta,5000,3.076923076923077
Kampung Wisata Dipowinatan,162,Yogyakarta,220000,2.8636363636363638
Watu Mabur Mangunan,163,Yogyakarta,2500,2.5652173913043477
Pintoe Langit Dahromo,164,Yogyakarta,2500,3.5555555555555554
Green Village Gedangsari,165,Yogyakarta,2000,3.0
Kebun Teh Nglinggo,166,Yogyakarta,6000,3.0476190476190474
Geoforest Watu Payung Turunan,167,Yogyakarta,0,3.323529411764706
Pantai Timang,168,Yogyakarta,10000,2.909090909090909
Puncak Segoro,169,Yogyakarta,5000,3.1
Candi Borobudur,170,Yogyakarta,50000,3.1052631578947367
Candi Ijo,171,Yogyakarta,5000,3.3043478260869565
Pantai Indrayanti,172,Yogyakarta,10000,3.3125
Pantai Nglambor,173,Yogyakarta,10000,2.8333333333333335
Pasar Beringharjo,174,Yogyakarta,0,2.7419354838709675
Museum Ullen Sentalu,175,Yogyakarta,100000,2.8333333333333335
Museum Gunung Merapi,176,Yogyakarta,10000,3.3333333333333335
Pantai Parangtritis,177,Yogyakarta,10000,3.1538461538461537
Goa Pindul,178,Yogyakarta,40000,3.3703703703703702
Candi Ratu Boko,179,Yogyakarta,75000,3.0833333333333335
Pantai Depok Jogja,180,Yogyakarta,10000,3.12
Pantai Sundak,181,Yogyakarta,5000,2.5714285714285716
Hutan Mangrove Kulon Progo,182,Yogyakarta,5000,3.176470588235294
Jogja Bay Pirates Adventure Waterpark,183,Yogyakarta,150000,3.4482758620689653
Pantai Sepanjang,184,Yogyakarta,10000,2.4444444444444446
Pantai Krakal,185,Yogyakarta,10000,2.8260869565217392
Pantai Glagah,186,Yogyakarta,5000,3.235294117647059
Pantai Siung,187,Yogyakarta,10000,2.7857142857142856
Pantai Sadranan,188,Yogyakarta,10000,2.8947368421052633
Pantai Nguluran,189,Yogyakarta,10000,3.25
Pantai Samas,190,Yogyakarta,4000,3.076923076923077
Pantai Drini,191,Yogyakarta,10000,3.0454545454545454
Air Terjun Sri Gethuk,192,Yogyakarta,15000,2.9545454545454546
Candi Sewu,193,Yogyakarta,50000,2.962962962962963
Pantai Wediombo,194,Yogyakarta,5000,3.375
Pantai Jogan,195,Yogyakarta,5000,3.1
Pantai Ngrenehan,196,Yogyakarta,3000,3.4285714285714284
Pantai Jungwok,197,Yogyakarta,5000,3.033333333333333
Pantai Greweng,198,Yogyakarta,5000,2.9
Pantai Sedahan,199,Yogyakarta,5000,3.210526315789474
Pantai Watu Kodok,200,Yogyakarta,5000,3.3333333333333335
Pantai Kesirat,201,Yogyakarta,5000,3.108108108108108
Pantai Ngandong,202,Yogyakarta,10000,3.2333333333333334
Galaxy Waterpark Jogja,203,Yogyakarta,40000,2.6363636363636362
Desa Wisata Pulesari,204,Yogyakarta,0,3.217391304347826
Desa Wisata Tembi,205,Yogyakarta,50000,3.0625
Wisata Kaliurang,206,Yogyakarta,8000,3.090909090909091
Heha Sky View,207,Yogyakarta,15000,2.875
Taman Sungai Mudal,208,Yogyakarta,10000,3.3333333333333335
Pantai Sanglen,209,Yogyakarta,10000,2.2142857142857144
Pantai Congot,210,Yogyakarta,3000,3.3043478260869565
GunungTangkuban perahu,211,Bandung,30000,3.2142857142857144
Jalan Braga,212,Bandung,0,2.875
Gedung Sate,213,Bandung,5000,2.9166666666666665
Trans Studio Bandung,214,Bandung,280000,3.4444444444444446
Taman Hutan Raya Ir. H. Djuanda,215,Bandung,15000,3.1
Farm House Susu Lembang,216,Bandung,30000,2.92
Kebun Binatang Bandung,217,Bandung,20000,3.238095238095238
Kawah Putih,218,Bandung,81000,2.857142857142857
Tebing Karaton,219,Bandung,15000,2.6153846153846154
Dusun Bambu,220,Bandung,25000,3.161290322580645
Museum Geologi Bandung,221,Bandung,2000,3.0869565217391304
Museum Konferensi Asia Afrika,222,Bandung,0,2.8421052631578947
Masjid Raya Bandung,223,Bandung,0,3.1904761904761907
Dago Dreampark,224,Bandung,40000,3.619047619047619
Orchid Forest Cikole,225,Bandung,50000,2.75
Kawasan Punclut,226,Bandung,20000,3.2
Alun-Alun Kota Bandung,227,Bandung,0,3.3461538461538463
Museum Sri Baduga,228,Bandung,3000,2.9545454545454546
Rabbit Town,229,Bandung,45000,2.9285714285714284
Stone Garden Citatah,230,Bandung,30000,3.6470588235294117
The Great Asia Africa,231,Bandung,50000,3.1363636363636362
Bukit Moko,232,Bandung,25000,3.5217391304347827
Gunung Papandayan,233,Bandung,30000,3.096774193548387
Amazing Art World,234,Bandung,75000,2.217391304347826
Gua Belanda,235,Bandung,15000,3.3043478260869565
Taman Balai Kota Bandung,236,Bandung,0,3.2
Panghegar Waterboom Bandung,237,Bandung,75000,3.111111111111111
Gunung Manglayang,238,Bandung,7500,3.111111111111111
Lembang Park & Zoo,239,Bandung,50000,3.0
Taman Lalu Lintas Ade Irma Suryani Nasution,240,Bandung,7000,3.090909090909091
Lawangwangi Creative Space,241,Bandung,0,3.3076923076923075
Curug Dago,242,Bandung,12000,3.25
Kampung Korea Bandung,243,Bandung,15000,3.4285714285714284
Kampung Batu Malakasari,244,Bandung,10000,3.1470588235294117
Jendela Alam,245,Bandung,20000,2.9523809523809526
Curug Tilu Leuwi Opat,246,Bandung,10000,3.357142857142857
Kiara Artha Park,247,Bandung,15000,2.736842105263158
NuArt Sculpture Park,248,Bandung,50000,3.0606060606060606
Upside Down World Bandung,249,Bandung,100000,3.45
Pesona Nirwana Waterpark & Cottages,250,Bandung,50000,2.8333333333333335
Taman Lansia,251,Bandung,0,3.5
Kampoeng Tulip,252,Bandung,15000,3.1666666666666665
Selasar Sunaryo Art Space,253,Bandung,25000,3.5
Teras Cikapundung BBWS,254,Bandung,0,3.789473684210526
Museum Barli,255,Bandung,15000,3.24
Wisata Batu Kuda,256,Bandung,10000,3.2
Monumen Bandung Lautan Api,257,Bandung,0,2.7916666666666665
Museum Gedung Sate,258,Bandung,5000,3.0416666666666665
Monumen Perjuangan Rakyat Jawa Barat,259,Bandung,0,2.8620689655172415
Museum Pos Indonesia,260,Bandung,0,3.107142857142857
Ciwangun Indah Camp Official,261,Bandung,10000,3.473684210526316
Wot Batu,262,Bandung,50000,2.388888888888889
Curug Batu Templek,263,Bandung,5000,3.5238095238095237
Gereja Katedral Santo Petrus Bandung,264,Bandung,0,3.0833333333333335
Museum Mandala Wangsit Siliwangi,265,Bandung,0,3.064516129032258
Caringin Tilu,266,Bandung,0,2.76
Panama Park 825,267,Bandung,50000,2.8421052631578947
Sudut Pandang Bandung,268,Bandung,50000,2.875
Bumi Perkemahan Batu Kuda,269,Bandung,7500,2.923076923076923
Bukit Bintang,270,Bandung,25000,2.9285714285714284
Taman Vanda,271,Bandung,0,2.888888888888889
Taman Budaya Jawa Barat,272,Bandung,0,3.1363636363636362
Curug Bugbrug,273,Bandung,7500,2.4761904761904763
Babakan Siliwangi City Forest Path Bandung,274,Bandung,0,2.6333333333333333
Curug Cipanas,275,Bandung,20000,2.6153846153846154
Taman Jomblo,276,Bandung,10000,2.9166666666666665
Peta Park,277,Bandung,15000,3.1052631578947367
Masjid Daarut Tauhiid Bandung,278,Bandung,0,3.0526315789473686
Masjid Agung Trans Studio Bandung,279,Bandung,0,3.642857142857143
Gereja Tiberias Indonesia Bandung,280,Bandung,0,3.0
Tektona Waterpark,281,Bandung,60000,3.1052631578947367
Curug Cilengkrang,282,Bandung,7500,3.347826086956522
Jembatan Pasupati,283,Bandung,0,3.0555555555555554
Pasar Baru,284,Bandung,0,3.2857142857142856
Taman Sejarah Bandung,285,Bandung,0,2.8
Roemah Seni Sarasvati,286,Bandung,0,2.588235294117647
Puspa Iptek Sundial,287,Bandung,25000,3.5
Masjid Salman ITB,288,Bandung,0,2.8333333333333335
Curug Aseupan,289,Bandung,10000,2.8823529411764706
Museum Pendidikan Nasional,290,Bandung,5000,2.9565217391304346
Water Park Bandung Indah,291,Bandung,50000,3.0833333333333335
Curug Anom,292,Bandung,0,3.1
Taman Badak,293,Bandung,0,3.3125
Taman Film,294,Bandung,0,3.090909090909091
Museum Nike Ardilla,295,Bandung,0,3.3333333333333335
Batununggal Indah Club,296,Bandung,70000,2.730769230769231
Mountain View Golf Club,297,Bandung,375000,3.185185185185185
Gunung Lalakon,298,Bandung,0,2.769230769230769
Sendang Geulis Kahuripan,299,Bandung,10000,2.764705882352941
Sanghyang Heuleut,300,Bandung,10000,3.6551724137931036
Lereng Anteng Panoramic Coffee Place,301,Bandung,50000,2.857142857142857
Masjid Pusdai,302,Bandung,0,2.76
Masjid Al-Imtizaj,303,Bandung,0,2.9523809523809526
Situ Cileunca,304,Bandung,2500,2.95
Sunrise Point Cukul,305,Bandung,10000,2.875
Sungai Palayangan,306,Bandung,150000,3.0476190476190474
Perkebunan Teh Malabar,307,Bandung,5000,2.8518518518518516
Pemandian Air Panas Ciater,308,Bandung,15000,3.4
Observatorium Bosscha,309,Bandung,25000,3.3043478260869565
Taman Bunga Cihideung,310,Bandung,0,2.9047619047619047
The Lodge Maribaya,311,Bandung,25000,2.9047619047619047
Taman Hutan Raya Ir. H. Juanda,312,Bandung,11000,3.185185185185185
Taman Begonia,313,Bandung,10000,2.761904761904762
Tafso Barn,314,Bandung,0,3.5416666666666665
Curug Luhur Waterfall,315,Bandung,5000,3.0
Curug Malela,316,Bandung,10000,3.0
Curug Cimahi,317,Bandung,15000,3.0952380952380953
Situ Patenggang,318,Bandung,20000,3.0526315789473686
Kawah Rengganis Cibuni,319,Bandung,5000,3.193548387096774
Pemandian Air Panas Cimanggu,320,Bandung,23000,3.1666666666666665
Glamping Lakeside Rancabali,321,Bandung,30000,3.7142857142857144
Bukit Jamur,322,Bandung,0,3.7666666666666666
Kebun Tanaman Obat Sari Alam,323,Bandung,0,3.064516129032258
Happyfarm Ciwidey,324,Bandung,15000,2.9545454545454546
Saung Angklung Mang Udjo,325,Bandung,75000,2.925925925925926
Taman Kupu-Kupu Cihanjuang,326,Bandung,10000,2.65
Taman Miniatur Kereta Api,327,Bandung,15000,3.1578947368421053
Gua Pawon,328,Bandung,10000,3.1153846153846154
Bukit Gantole Cililin,329,Bandung,0,2.6666666666666665
Bandros City Tour,330,Bandung,40000,2.85
Kyotoku Floating Market,331,Bandung,175000,2.84375
Rainbow Garden,332,Bandung,20000,3.5652173913043477
Kota Mini,333,Bandung,20000,3.5
Chingu Cafe Little Seoul,334,Bandung,50000,3.1666666666666665
Candi Gedong Songo,335,Semarang,10000,3.3043478260869565
Grand Maerakaca,336,Semarang,15000,3.303030303030303
Kampung Pelangi,337,Semarang,3000,3.0952380952380953
Lawang Sewu,338,Semarang,10000,2.5357142857142856
Sam Poo Kong Temple,339,Semarang,35000,3.0
Desa Wisata Lembah Kalipancur,340,Semarang,0,3.35
Hutan Wisata Tinjomoyo Semarang,341,Semarang,3000,3.1538461538461537
Taman Kasmaran,342,Semarang,3000,3.36
Pantai Baruna,343,Semarang,3000,2.8461538461538463
Pantai Marina,344,Semarang,3000,2.787878787878788
Kampoeng Djadhoel Semarang,345,Semarang,10000,3.2
Indonesia Kaya Park,346,Semarang,0,3.2
Taman Pandanaran,347,Semarang,0,3.0
Pura Giri Natha,348,Semarang,20000,3.074074074074074
Wisata Mangrove Tapak,349,Semarang,5000,2.7222222222222223
Pantai Cipta,350,Semarang,5000,3.388888888888889
Old City 3D Trick Art Museum,351,Semarang,50000,3.2857142857142856
GPIB Immanuel Semarang (Gereja Blenduk),352,Semarang,0,3.1363636363636362
Taman Srigunting,353,Semarang,0,3.4444444444444446
Semarang Contemporary Art Gallery,354,Semarang,10000,2.9473684210526314
Umbul Sidomukti,355,Semarang,75000,3.033333333333333
Saloka Theme Park,356,Semarang,150000,2.8823529411764706
Wisata Alam Wana Wisata Penggaron,357,Semarang,10000,3.217391304347826
Masjid Kapal Semarang,358,Semarang,0,3.2941176470588234
Taman Bunga Celosia,359,Semarang,25000,3.0476190476190474
Air Terjun Kali Pancur,360,Semarang,5000,2.9166666666666665
Wisata Kampung Krisan Clapar,361,Semarang,10000,2.6666666666666665
Danau Rawa Pening,362,Semarang,15000,3.1333333333333333
Pantai Maron,363,Semarang,5000,2.869565217391304
Water Blaster Bukit Candi Golf,364,Semarang,80000,3.1666666666666665
Waduk Jatibarang,365,Semarang,2500,3.1052631578947367
Tirto Argo Siwarak,366,Semarang,20000,2.903225806451613
Wisata Lereng Kelir,367,Semarang,7000,3.2903225806451615
Kampoeng Rawa,368,Semarang,3000,3.032258064516129
Monumen Palagan Ambarawa,369,Semarang,7500,3.064516129032258
Benteng Pendem,370,Semarang,5000,2.625
Wisata Eling Bening,371,Semarang,25000,3.111111111111111
Gua Maria Kerep Ambarawa,372,Semarang,2000,2.9583333333333335
Museum Kereta Ambarawa,373,Semarang,10000,2.9285714285714284
Hutan Pinus Kayon,374,Semarang,6000,3.142857142857143
Kota Lama Semarang,375,Semarang,0,2.9523809523809526
Semarang Chinatown,376,Semarang,30000,2.9166666666666665
La Kana Chapel,377,Semarang,35000,3.3225806451612905
Jembatan Biru Ambarawa,378,Semarang,0,3.04
Goa Rong,379,Semarang,5000,3.2222222222222223
Masjid Agung Ungaran,380,Semarang,0,2.9375
Tugu Muda Semarang,381,Semarang,0,2.9655172413793105
Kampoeng Kopi Banaran,382,Semarang,200000,3.2857142857142856
Taman Tabanas,383,Semarang,0,2.2916666666666665
Kampung Tematik Jawi,384,Semarang,0,3.15
Kampung Batik Gedong Semarang,385,Semarang,0,2.9565217391304346
Air Terjun Semirang,386,Semarang,9000,2.8260869565217392
Obyek Wisata Goa Kreo,387,Semarang,5500,3.5555555555555554
Watu Gunung Ungaran,388,Semarang,25000,2.9565217391304346
Brown Canyon,389,Semarang,0,2.3181818181818183
Durian Gardens and Tourism Education Watu Simbar,390,Semarang,5000,2.7857142857142856
Flower Farm Setiya Aji,391,Semarang,7500,3.0
Ekowisata Mangrove Wonorejo,392,Surabaya,0,3.3125
Taman Harmoni Keputih,393,Surabaya,0,3.0476190476190474
Air Mancur Menari,394,Surabaya,35000,2.769230769230769
Taman Prestasi,395,Surabaya,0,3.3043478260869565
Monumen Kapal Selam,396,Surabaya,15000,3.45
Taman Kunang-Kunang,397,Surabaya,0,3.0952380952380953
Taman Buah Surabaya,398,Surabaya,0,3.0357142857142856
Taman Pelangi,399,Surabaya,0,3.588235294117647
Hutan Bambu Keputih,400,Surabaya,0,2.5217391304347827
Taman Keputran,401,Surabaya,0,3.576923076923077
Food Junction Grand Pakuwon,402,Surabaya,0,3.212121212121212
Taman Barunawati,403,Surabaya,0,2.0
Kenjeran Park,404,Surabaya,35000,2.7
Surabaya North Quay,405,Surabaya,50000,3.0
Kebun Bibit Wonorejo,406,Surabaya,0,2.8620689655172415
Taman Ekspresi Dan Perpustakaan,407,Surabaya,0,3.423076923076923
Kebun Binatang Surabaya,408,Surabaya,15000,2.8181818181818183
Rumah Batik,409,Surabaya,0,3.0625
Ciputra Waterpark,410,Surabaya,95000,2.9523809523809526
Masjid Muhammad Cheng Hoo,411,Surabaya,0,3.1
Masjid Nasional Al-Akbar,412,Surabaya,0,3.3333333333333335
Museum TNI AL Loka Jala Crana,413,Surabaya,2000,3.0
Jembatan Merah,414,Surabaya,0,2.8095238095238093
Museum De Javasche Bank,415,Surabaya,5000,2.2941176470588234
Keraton Surabaya,416,Surabaya,0,3.967741935483871
Klenteng Sanggar Agung,417,Surabaya,10000,2.730769230769231
Museum Sepuluh Nopember Kota Surabaya,418,Surabaya,5000,2.888888888888889
Monumen Tugu Pahlawan,419,Surabaya,0,3.263157894736842
Surabaya Museum (Gedung Siola),420,Surabaya,0,3.3333333333333335
Museum Kesehatan Dr. Adhyatma,421,Surabaya,10000,2.857142857142857
Monumen Jalesveva Jayamahe,422,Surabaya,0,3.5
Patung Sura dan Buaya,423,Surabaya,0,2.25
Pantai Ria Kenjeran,424,Surabaya,15000,2.923076923076923
Waterpark Kenjeran Surabaya,425,Surabaya,35000,3.32
Balai Kota Surabaya,426,Surabaya,0,2.9545454545454546
Patung Buddha Empat Rupa,427,Surabaya,0,2.9642857142857144
Monumen Bambu Runcing Surabaya,428,Surabaya,0,3.2916666666666665
House of Sampoerna,429,Surabaya,0,3.238095238095238
Atlantis Land Surabaya,430,Surabaya,125000,3.09375
Taman Hiburan Rakyat,431,Surabaya,5000,3.5238095238095237
Taman Mundu,432,Surabaya,0,3.3333333333333335
Museum Mpu Tantular,433,Surabaya,2000,3.3043478260869565
Taman Bungkul,434,Surabaya,0,2.4
Taman Air Mancur Menari Kenjeran,435,Surabaya,0,3.0
Taman Flora Bratang Surabaya,436,Surabaya,0,3.090909090909091
Gereja Perawan Maria Tak Berdosa Surabaya,437,Surabaya,10000,3.289473684210526
